"";"Title";"Year";"Source title";"Cited by";"DOI";"Link";"Abstract";"Author Keywords";"Index Keywords";"Language of Original Document";"Document Type";"Open Access";"Source"
"636";"Come incoraggiare data security awareness? Il caso del progetto Edu4Sec";2018;"Qwerty";NA;"10.30557/QW000006";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062007059&doi=10.30557%2fQW000006&partnerID=40&md5=6d945fc88e50065731db818e82f9809a";"This paper presents a set of data generated and analyzed by the Edu4Sec Project – Effective Education for Improving Data Security Awareness. The project commenced in 2016 and is being implemented by a multidisciplinary team based at the University of Padova. The aim is to improve secondary school students’ data security awareness and develop behaviors and strategies to reduce cyber risks arising from data security issues. Three secondary schools have been involved in a quasi-experimental research design. A training intervention was provided to 116 students engaged in experiential and interactive learning activities related to key concepts of data security. The same intervention was provided to the experimental group of 140 students, supplemented by gamification elements. The paper focuses on the pre- and post-intervention questionnaire results. © 2018 Progedit. All Rights Reserved.";"Data Security Awareness; Learning by Doing; Quasi-Experimental Design; Secondary School";"";"Italian";"Article";"All Open Access, Bronze, Green";"Scopus"
"637";"Gaming science innovations to integrate health systems science into medical education and practice";2018;"Advances in Medical Education and Practice";3;"10.2147/AMEP.S137760";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089107985&doi=10.2147%2fAMEP.S137760&partnerID=40&md5=2b90dbd6d9bcb063e2fae80a9a55b05b";"Health systems science (HSS) is an emerging discipline addressing multiple, com-plex, interdependent variables that affect providers’ abilities to deliver patient care and influence population health. New perspectives and innovations are required as physician leaders and medical educators strive to accelerate changes in medical education and practice to meet the needs of evolving populations and systems. The purpose of this paper is to introduce gaming science as a lens to magnify HSS integration opportunities in the scope of medical education and practice. Evidence supports gaming science innovations as effective teaching and learning tools to promote learner engagement in scientific and systems thinking for decision making in complex scenarios. Valuable insights and lessons gained through the history of war games have resulted in strategic thinking to minimize risk and save lives. In health care, where decisions can affect patient and population outcomes, gaming science innovations have the potential to provide safe learning environments to practice crucial decision-making skills. Research of gaming science limitations, gaps, and strategies to maximize innovations to further advance HSS in medical education and practice is required. Gaming science holds promise to equip health care teams with HSS knowledge and skills required for transformative practice. The ultimate goals are to empower providers to work in complex systems to improve patient and population health outcomes and experiences, and to reduce costs and improve care team well-being. © 2018 White et al.";"Gamification; Population health; Quadruple Aim; Simulation";"";"English";"Article";"All Open Access, Gold, Green";"Scopus"
"638";"An analysis of the Australasian Journal of Educational Technology 2013-2017";2018;"Australasian Journal of Educational Technology";5;"10.14742/ajet.4359";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053408510&doi=10.14742%2fajet.4359&partnerID=40&md5=2e1b29425df1642c43dca98b8e7df099";"The Australasian Journal of Educational Technology (AJET) changed its editorial policy in 2013, to focus on higher education research and on improving journal submissions. This study analyses all articles (n = 256) in AJET from 2013-2017 to determine if there has been any change in research topics, methodologies, citations, and authorship since this editorial change, and compares findings to the analysis by Hadlock et al. (2014). The present analysis revealed that the percentage of combined methods research has doubled, although the top 10 most cited articles continue to be predominantly interpretative and inferential. Research has become more student-centred and focused particularly on online collaborative learning environments, and teacher skill and knowledge development, although research gaps exist in mobile learning and gamification. The results also highlight a lack of international collaboration amongst authors, and this is an area for future research. © 2018.";"";"";"English";"Article";"All Open Access, Gold, Green";"Scopus"
"639";"Engaging undergraduate students in a co-curricular digital badging platform";2018;"Education and Information Technologies";10;"10.1007/s10639-017-9595-0";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017638474&doi=10.1007%2fs10639-017-9595-0&partnerID=40&md5=da668f937b461beb62d778fbe9e73559";"Digital badging continues to garner attention in the educational community. What remains to be seen is how badging will interact with traditional curricular elements. While concerns have been raised about using badges as extrinsic motivators in coursework, there are alternate areas of application for digital badging. Badges may actually serve to motivate and empower student learning and engagement outside of the formal curriculum. This action research was conducted to guide the implementation of a badging system at Maranatha Baptist University. It explores the concept of using digital badges as a platform for recognizing learning experiences in co-curricular education. More specifically, it seeks to determine how to best optimize a co-curricular digital badging system for maximum student engagement through a combination of extrinsic and intrinsic motivators. Student focus groups were used with a mixed-methods methodology of collecting data on potential student interest and involvement in a digital badging environment. The quantitative portion compares intrinsic vs. extrinsic motivations for participating, while the qualitative section consists of a coded analysis of student discussion of co-curricular digital badging. © 2017, Springer Science+Business Media New York.";"Co-curricular education; Digital badging; Experiential learning; Extrinsic motivation; Game based learning; Gamification; Intrinsic motivation; Student engagement";"";"English";"Article";"";"Scopus"
"640";"A conceptual framework of game-based ideation";2018;"International Journal of Engineering Education";1;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056138940&partnerID=40&md5=b10a59e840c1a7120dd16afdb23d598d";"The ideation process has a great impact on the success of innovation projects, given that innovation is development and implementation of new ideas. Ideation is often identified as a key component of the ''fuzzy front end'', and recognized as one of the highest leverage points for a firm. Today's democratizing innovation has led to a situation that the best ideas for new products and services no longer originate only from companies' staff. Instead, they come from almost anywhere and anyone. By opening up the ideation phase in the digital era, companies actually open their doors to external experts and solution-providers, searching for new partners and new technologies to incorporate into their existing products and services. Having this in mind, the goal of this study is to propose an integrated approach to collaboration in the phase of ideation, which would be in line with the concept of open innovation and supported by an appropriate business model. Accordingly, this paper enables understanding of how game-based ideation fits into innovation models; how games are incorporated into ideation processes; how games affect creativity and the nurture of ideas; how to develop a sustainable business model for this concept; and how to implement it in a real-life business environment. © 2018 TEMPUS Publications.";"Business model; Gamification; Ideation; Innovation community; Online platforms for open innovation";"Education; Engineering education; Business modeling; Gamification; Ideation; Innovation communities; Open innovation; Sustainable development";"English";"Article";"";"Scopus"
"641";"IDO: Modelling a serious educational game based on hands approach for training dementia carers";2018;"International Journal of Engineering and Technology(UAE)";3;"10.14419/ijet.v7i2.28.12898";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047409273&doi=10.14419%2fijet.v7i2.28.12898&partnerID=40&md5=51adb2565fd4f8701869be222c2cf87c";"Dementia is one of the burdensome diseases in older age for which there is no cure known. The demand for carers of dementia patients is growing as the population ages. We analyse serious games as an approach to provide dementia carers with training on care related problem solving and modelling real-world cases. We present the behaviour model of improved care process by applying serious games, describe the design of the interactive serious game, its game mechanics, game environment, game actors and the motivation reinforcement mechanisms. The results of the initial evaluation performed by surveying the people caring for their elderly parents and elderly persons themselves, both healthy and showing early signs of dementia, and using the System Usability Score (SUS) questionnaire provided favourable response to the game. The use of an ICT-based gamification approach as part the training package for dementia care will be beneficial for direct care workers leading to long-term improvement of dementia care quality. © 2018 Authors.";"Aging; Assisted living; Dementia; Education of carers; Gerontology; Serious game";"";"English";"Article";"";"Scopus"
"642";"The ERP challenge: Developing an integrated platform and course concept for teaching erp skills in universities";2018;"International Journal of Human Capital and Information Technology Professionals";2;"10.4018/IJHCITP.2018010104";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038412888&doi=10.4018%2fIJHCITP.2018010104&partnerID=40&md5=aabe0456110b5bad022fc967ff39185b";"This article investigates the teaching of practical ERP skills. The discussion is centered on an innovative teaching concept called ""The ERP Challenge"", which was developed to give students a hands-on experience with a commercial standard ERP system (Microsoft Dynamics NAV). The ERP Challenge consists of a business simulation game based on a real-world company case, an e-learning platform and the actual ERP system. The software platform for the ERP Challenge combines these elements in a seamlessly integrated way. Described further is the development of the software platform, the evaluation process for its refinement and the possibility to provide the solution as a hosted service. The findings from two supporting empirical surveys are presented; these show that the ERP Challenge is perceived as a successful means of providing ERP skills by the students and that the feasibility of a hosted service needs to be carefully examined. 2018, IGI Global.";"Business Simulation Game; Dynamics Nav; E-Learning; Education; ERP; Gamification; Practical; Schubert; Schwade; Students; Teaching; University; University of Koblenz";"";"English";"Article";"All Open Access, Green";"Scopus"
"643";"The implication of behaviorism towards exceptional learners Thru game-based learning system";2018;"Journal of Advanced Research in Dynamical and Control Systems";NA;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074635023&partnerID=40&md5=ccf1c51a02d500e72dfa605c5314f9de";"One of the most controversial issues in behavior management has been the use of rewards to motivate and teach students to follow classroom rules and routines and to complete academic assignments. A motivational model emerges from several research studies providing teachers with an opportunity to view the use of extrinsic rewards in the context of learners to build intrinsic motivation. Special education is a distinctive education provision for students with disabilities and disorders. It encourages academic progress and personal and social development. It aims to enhance the behavior of the students through giving reinforcements and many different teaching methods and strategies. An increasingly part of the daily activities of students of all ages is computer games. It can be challenging to implement in the classroom because there were researches that have been shown that it can support student motivation and learning. In this study, the researchers examine the principles of engagement from games designed for entertainment, apply these principles to the design of learning activities and present a model of learning engagement. Incorporating gamification elements into exceptional learners’ environments can motivate and support student achievement. The user acceptability test was used to determine the proficiency of the system. To test the acceptability of the system, the researchers floated an acceptability questionnaire to stakeholders where the target user enjoys exploring the content of the system. Moreover, the target user strongly agrees that the system has the functionality needed in their school process. © 2018, Institute of Advanced Scientific Research, Inc.. All rights reserved.";"Behaviorism; Exceptional learners; Game-based; Implication; Learning system";"";"English";"Article";"";"Scopus"
"644";"Traditional and digital game preferences of children: A CHAID analysis on middle school students";2018;"Contemporary Educational Technology";6;"10.30935/cedtech/6213";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061386783&doi=10.30935%2fcedtech%2f6213&partnerID=40&md5=2b3f2718d380cf9e69c5c90acf79da7d";"The purpose of this study is to determine types of games that middle school students play in their daily lives and analyze the effects of various variables such as gender, available technology, grade in school and parents’ education levels on their game preferences. The sample consisted of a total of 464 grade 5-8 students (212 girls and 252 boys). The study was conducted in Spring 2015 and the data were collected using a two-part survey. The first part of the survey included questions about demographic information and the second part asked students to draw a picture of their favorite games. The results of this study showed that girls mostly preferred to play outdoor games whereas boys mostly preferred to play digital games. Participant students preferred to play games with rules outdoors and symbolic games indoors, and in digital environment, girls preferred to play mini-games whereas boys preferred to play sports games. CHAID analysis was used in determining the relationships between the variables and game preferences. Gender was a prominent factor in identifying the preferences; that is, girls’ game preferences were mainly influenced by having a computer and those of boys were affected by having an available Internet connection. This study also found that parents’ education level is not related to children’s game preferences. At the end of the study, suggestions were made for gamification and digital game design. © 2018, Anadolu University, Faculty of Communication Sciences. All rights reserved.";"CHAID analysis; Digital games; Game motivation; Gender differences; Middle school students";"";"English";"Article";"All Open Access, Bronze";"Scopus"
"645";"Simulacro: App, mobile application that use the innovator concept «gamifications in education» that generates massive participation in students of Colombia [Simulacro App: Una aplicación móvil que usa el innovador concepto de «gamificación educativa» que genera participación masiva en estudiantes de Colombia]";2018;"Espacios";1;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061901214&partnerID=40&md5=b39359d46099e0c329e143c4b17998de";"The SABER test in Colombia is a measure that allows observing the level of competences acquired in students during their training. For this, the educational institutions wish to have a good representation through various forms of training. SIMULACRO App was designed to achieve this objective. The methodology of applicability, the playful, the game in an open environment, promoted online training to 1250 students from different regions of the country, freely and spontaneously. © 2018.La prueba SABER en Colombia es una medida que permite observar el nivel de competencias adquirido en los estudiantes durante su formación, por ello las instituciones educativas buscan tener una buena representatividad a través de diversas formas de entrenamiento. SIMULACRO App, fue pensada para lograr este objetivo. La metodología de aplicabilidad, la lúdica y el juego en un ambiente abierto, promovió el entrenamiento en línea de 1250 estudiantes de diferentes regiones del país, de forma libre y espontánea. © 2018.";"Entrenamiento pruebas SABER; Gamificación educativa; Gamification in education; SABER training test; Simulacro App; Simulacro app";"";"Spanish";"Article";"";"Scopus"
"646";"Cognition of equipment and generalized effects of training in aspiring army soldiers [Cognición de equipo y efectos generalizados del entrenamiento en aspirantes a soldados del ejército1]";2018;"Revista Venezolana de Gerencia";NA;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070389100&partnerID=40&md5=2a1adc4c71be8d9a79530225abe95528";"Teamwork and collaborative integration is one of the fundamental competences in the training processes for aspiring Army soldiers. In this sense, this report shows the results obtained through a research program entitled Macroergonomía Militar in training schools of Army Soldiers, having as objectives the analysis of team cognition and the generalized effects of military training on aspiring soldiers of the Army. Army. In the study a quantitative paradigm was applied, having as a population 1227 aspirants to soldiers and a total sample of 332 units of information, corresponding to 10 squads selected at random, of the two levels of academic courses. Self-administered online questionnaires were carried out. The results report findings, that the shared knowledge is relevant for the functioning of the team and for obtaining the collective objectives, a strong cohesion support and treatment of the hierarchy. As well as exhibiting a good level of satisfaction in personal relationships, commitment to the organization and perceived support. It is suggested to continue deepening in the topic, because the understanding of the neurological effects and the role of the gamification of training, of the aspiring soldiers of the Army, according to these results, to innovate in the processes of Education and Military Doctrine. © 2018, Universidad del Zulia. All rights reserved.";"Army; Soldiers; Team cognition; Training";"armed forces; cognition; knowledge; quantitative analysis; questionnaire survey; training";"Spanish";"Article";"";"Scopus"
"647";"Teaching innovation and the use of social networks in architecture: Learning building services design for smart and energy efficient buildings";2018;"Archnet-IJAR";6;"10.26687/archnet-ijar.v12i1.1298";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044744013&doi=10.26687%2farchnet-ijar.v12i1.1298&partnerID=40&md5=424ae2a92a9d721063e588c059c45b75";"Today's buildings are evolving from structures comprising unchanging, static elements scantly able to interact with their surroundings, towards complex systemic compounds with an impact on the environs that entails more than mere anthropic alteration. In pursuit of energy efficiency and true sustainability, buildings must acquire the ability to interact as well as to generate synergies. The most prominent features of this approach are energy management and information flows which, intelligently designed, not only enhance buildings' capabilities, but also introduce a significant change in their relationship with the surrounds ('smart cities') and its inhabitants. This new paradigm calls for revisiting undergraduate architectural instruction, adopting a more complex overview of energy use and management in the design process, regarding buildings as dynamic rather than static entities. The methodology focuses on creating learning environments that favour students' participation in problem solving and assessment, encouraging teamwork based on case studies and stressing the connection between this new architecture, ICTs included, and social networks as participatory design tools. These ideas were implemented in a pilot learning experience conducted at the University of Seville for undergraduate students. The use of ICTs and the collaboration of non-academic experts were observed to further student promotion and projection beyond the academic environment and introduce them to the professional community. © 2018 Author(s).";"Education; Energy efficiency; Gamification; Teaching innovation; Undergraduates";"";"English";"Article";"All Open Access, Bronze, Green";"Scopus"
"648";"Applications of crowdsourcing in health: An overview";2018;"Journal of Global Health";35;"10.7189/jogh.08.010502";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044764645&doi=10.7189%2fjogh.08.010502&partnerID=40&md5=96d0ddb621cb4fd4073ec35069b36bc7";"Background Crowdsourcing is a nascent phenomenon that has grown exponentially since it was coined in 2006. It involves a large group of people solving a problem or completing a task for an individual or, more commonly, for an organisation. While the field of crowdsourcing has developed more quickly in information technology, it has great promise in health applications. This review examines uses of crowdsourcing in global health and health, broadly. Methods Semantic searches were run in Google Scholar for ""crowdsourcing,"" ""crowdsourcing and health,"" and similar terms. 996 articles were retrieved and all abstracts were scanned. 285 articles related to health. This review provides a narrative overview of the articles identified. Results Eight areas where crowdsourcing has been used in health were identified: diagnosis; surveillance; nutrition; public health and environment; education; genetics; psychology; and, general medicine/other. Many studies reported crowdsourcing being used in a diagnostic or surveillance capacity. Crowdsourcing has been widely used across medical disciplines; however, it is important for future work using crowdsourcing to consider the appropriateness of the crowd being used to ensure the crowd is capable and has the adequate knowledge for the task at hand. Gamification of tasks seems to improve accuracy; other innovative methods of analysis including introducing thresholds and measures of trustworthiness should be considered. Conclusion Crowdsourcing is a new field that has been widely used and is innovative and adaptable. With the exception of surveillance applications that are used in emergency and disaster situations, most uses of crowdsourcing have only been used as pilots. These exceptions demonstrate that it is possible to take crowdsourcing applications to scale. Crowdsourcing has the potential to provide more accessible health care to more communities and individuals rapidly and to lower costs of care. © 2018 Journal of Global Health.";"";"adult; article; crowdsourcing; diagnosis; disaster; education; emergency; female; general practice; genetics; global health; human; human experiment; male; narrative; nutrition; psychology; public health; systematic review; clinical trial (topic); global health; health; Clinical Trials as Topic; Crowdsourcing; Global Health; Health; Humans";"English";"Article";"All Open Access, Gold, Green";"Scopus"
"649";"The social order of kindergarten through the view of children: Constructing world of the childhood via interview-game";2018;"Sotsiologicheskie Issledovaniya";NA;"10.7868/S013216251803008X";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051965656&doi=10.7868%2fS013216251803008X&partnerID=40&md5=8d1e050485294632a4ec15a7b26a0bb2";"The importance of studying childhood as a self-sufficient object of social practice is described in the paper. A review of the formation of this direction in sociology is offered, basic principles are designated. The empirical part of the work is devoted to the study of kindergarten as a special life world for children. Special attention is paid to the description of the data collection method - interview-game, which I consider an adequate method for studying the children opinions. The methodical aspects of the interview-game usage are described. Analysis shows that children turn out to be unique ""experts"" of the world of childhood who, through a specially constructed conversation, can tell about their activity in the kindergarten and about their ideas for changing educational practices. Children emphasize importance of free playing with peers during the day, the specificity of care practices (eating and sleeping), the interaction tactics between the teacher and children, make their suggestions for creating more comfortable conditions in the kindergarten. Children turn out to be very creative innovators of practices to reconstruct the space of a kindergarten and to change the teacher's role and rules of communication. Our research shows that the grains of these ideas must be seriously and systematically collected to fully comprehend what the child wants to say. Methodically, the interview of children is one more step in the development of the method as data collection. © 2018 Russian Academy of Sciences. All rights reserved.";"Childhood; Children inclusion; Gamification; Interview-game; Kindergarten; Preschool education; Preschoolers; Qualitative methods";"";"Russian";"Review";"";"Scopus"
"650";"Social interaction for efficient agent learning from human reward";2018;"Autonomous Agents and Multi-Agent Systems";10;"10.1007/s10458-017-9374-8";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021808874&doi=10.1007%2fs10458-017-9374-8&partnerID=40&md5=f81dd413562cba4e44fb0c008338e269";"Learning from rewards generated by a human trainer observing an agent in action has been proven to be a powerful method for teaching autonomous agents to perform challenging tasks, especially for those non-technical users. Since the efficacy of this approach depends critically on the reward the trainer provides, we consider how the interaction between the trainer and the agent should be designed so as to increase the efficiency of the training process. This article investigates the influence of the agent’s socio-competitive feedback on the human trainer’s training behavior and the agent’s learning. The results of our user study with 85 participants suggest that the agent’s passive socio-competitive feedback—showing performance and score of agents trained by trainers in a leaderboard—substantially increases the engagement of the participants in the game task and improves the agents’ performance, even though the participants do not directly play the game but instead train the agent to do so. Moreover, making this feedback active—sending the trainer her agent’s performance relative to others—further induces more participants to train agents longer and improves the agent’s learning. Our further analysis shows that agents trained by trainers affected by both the passive and active social feedback could obtain a higher performance under a score mechanism that could be optimized from the trainer’s perspective and the agent’s additional active social feedback can keep participants to further train agents to learn policies that can obtain a higher performance under such a score mechanism. © 2017, The Author(s).";"Gamification; Human agent interaction; Learning from human reward; Reinforcement learning";"Education; Reinforcement learning; Vehicle performance; Competitive feedback; Gamification; Human agent interactions; Learning from human reward; Non-technical users; Social feedbacks; Social interactions; Training process; Autonomous agents";"English";"Article";"All Open Access, Hybrid Gold, Green";"Scopus"
"651";"Gamifying education: what is known, what is believed and what remains uncertain: a critical review";2017;"International Journal of Educational Technology in Higher Education";179;"10.1186/s41239-017-0042-5";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013804966&doi=10.1186%2fs41239-017-0042-5&partnerID=40&md5=accb2d023850c6f542180d0d4d25d6a0";"Gamification of education is a developing approach for increasing learners’ motivation and engagement by incorporating game design elements in educational environments. With the growing popularity of gamification and yet mixed success of its application in educational contexts, the current review is aiming to shed a more realistic light on the research in this field by focusing on empirical evidence rather than on potentialities, beliefs or preferences. Accordingly, it critically examines the advancement in gamifying education. The discussion is structured around the used gamification mechanisms, the gamified subjects, the type of gamified learning activities, and the study goals, with an emphasis on the reliability and validity of the reported outcomes. To improve our understanding and offer a more realistic picture of the progress of gamification in education, consistent with the presented evidence, we examine both the outcomes reported in the papers and how they have been obtained. While the gamification in education is still a growing phenomenon, the review reveals that (i) insufficient evidence exists to support the long-term benefits of gamification in educational contexts; (ii) the practice of gamifying learning has outpaced researchers’ understanding of its mechanisms and methods; (iii) the knowledge of how to gamify an activity in accordance with the specifics of the educational context is still limited. The review highlights the need for systematically designed studies and rigorously tested approaches confirming the educational benefits of gamification, if gamified learning is to become a recognized instructional approach. © 2017, The Author(s).";"Critical literature review; Empirical studies; Gamification in education; Gamifying learning";"";"English";"Review";"All Open Access, Gold";"Scopus"
"652";"Does gender stereotype threat in gamified educational environments cause anxiety? An experimental study";2017;"Computers and Education";10;"10.1016/j.compedu.2017.08.005";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028381042&doi=10.1016%2fj.compedu.2017.08.005&partnerID=40&md5=3f37ab1a5ab72b533ab555c302266dea";"Gamification has been used by many researchers and practitioners in online education to increase students' motivation and engagement. However, studies showed that gamification elements also caused negative effects on learning. Moreover, recent investigations reported stereotype threat by gender had impacted students performance, in particular, the use of a male-dominant leaderboard affected women math performance. In this sense, we attained to conduct a hypothetical study to investigate whether gender stereotype threat in online gamified educational scenarios influences anxiety and performance. We conducted a three-stage survey where participants were asked indirectly about their anxiety, then they were redirected to a hypothetical online gamified system to solve a logic quiz. Afterward, their anxiety was assessed one more time in order to find out how much it had changed. We found evidence indicating the male-stereotyped environment affected participants’ anxiety. © 2017 Elsevier Ltd";"Anxiety; Gamification in education; Gender studies; Stereotype threat";"Distance education; E-learning; Social sciences; Students; Surveys; Anxiety; Educational environment; Gamification; Gender stereotypes; Gender studies; Motivation and engagements; On-line education; Stereotype threat; Education";"English";"Article";"";"Scopus"
"653";"Gamification: a systematic review of design frameworks";2017;"Journal of Computing in Higher Education";71;"10.1007/s12528-017-9150-4";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034631630&doi=10.1007%2fs12528-017-9150-4&partnerID=40&md5=9c3a2c9ccfd61f918fef27e9c19fb698";"Learner’s motivation difficulties are recognized as a problem in diverse educational scenarios, reaching up to university degrees. Among other techniques that are often applied by instructors to counteract this issue, those related to the use of gaming elements seem to very promising. In this context, considering the use of game-like properties in learning scenarios, known as gamification, has received increasing interest by academia in recent years. However, its application in higher education can be challenging, due to some unwanted effects caused by the lack of proven design methodologies have been detected. Choosing the adequate formal process for gamification design has become an important success requirement. This work presents a systematic review of the gamification design frameworks discussed in the literature, providing a useful resource to educational practitioners as well as gamification designers and researchers. A total of 2314 unique works are initially recorded, based on queries in databases, libraries, journals and search engines. After applying a systematic filtering process, a definitive list of 40 works is more closely analysed. Next to review over relevant literature, an assessment of the main features found in the discussed approaches is given, while also categorizing them according to their main application field and its suitability in higher educational environments. © 2017, Springer Science+Business Media New York.";"Frameworks; Game design; Gamification; Higher education; Learning; Review";"";"English";"Article";"All Open Access, Green";"Scopus"
"654";"Engagement, compliance and retention with a gamified online social networking physical activity intervention";2017;"Translational Behavioral Medicine";14;"10.1007/s13142-017-0499-8";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034742122&doi=10.1007%2fs13142-017-0499-8&partnerID=40&md5=3be70499e432cb6eed16e930af2099c4";"Health behaviour interventions delivered via online social networks are an increasingly popular approach to addressing lifestyle-related health problems. However, research to date consistently reports poor user engagement and retention. The current study examined user engagement, compliance and retention with Active Team—a gamified physical activity intervention delivered by via an online Facebook application. Associations between engagement and participant (n = 51) demographic and team characteristics (sex, age, education and team size) were examined, as well as temporal trends in engagement during the 50-day intervention. Analyses revealed significant associations between both engagement (p = <0.001) and gamification (p = 0.04) with education, with participants in the middle education category appearing to have the highest rates of engagement and use of gamification features. Gender was also related to engagement, with males demonstrating the highest use of the intervention’s gamification features (p = 0.004). Although compliance was consistently high for the duration, engagement declined steadily throughout the intervention. Engagement peaked on Wednesdays, coinciding with the delivery of a customised email reminder. Findings reveal individual differences in engagement with Active Team, highlighting a need to tailor interventions to the target audience. Gamification features may enhance engagement amongst males, who are traditionally recognised as a difficult demographic group to engage. Finally, the use of customised, periodic push reminders delivered by email may enhance user engagement by drawing them back to the intervention and helping to sustain intervention behaviours. © 2017, Society of Behavioral Medicine.";"Engagement; Facebook; Gamification; Health behaviour interventions; Online social networks; Physical activity";"Article; e-mail; female; game; health behavior; human; male; outcome assessment; patient compliance; patient participation; physical activity; priority journal; reminder system; social network; adolescent; adult; aged; exercise; health promotion; middle aged; patient compliance; patient participation; procedures; sex factor; social media; social network; time factor; video game; young adult; Adolescent; Adult; Aged; Electronic Mail; Exercise; Female; Health Promotion; Humans; Male; Middle Aged; Patient Compliance; Patient Participation; Reminder Systems; Sex Factors; Social Media; Social Networking; Time Factors; Video Games; Young Adult";"English";"Article";"All Open Access, Green";"Scopus"
"655";"Just a game? Gamifying a general science class at university: Collaborative and competitive work implications";2017;"Thinking Skills and Creativity";31;"10.1016/j.tsc.2017.05.003";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020867616&doi=10.1016%2fj.tsc.2017.05.003&partnerID=40&md5=c60585596b63319864b338d78c7dfaee";"Gamification is a modern technique in science education that involves the participation of the student as a gamer in a playful structure. As a result of this activity, the student should be motivated for learning the specific academic content, becoming a player rather than a spectator in an increasing creativity environment. This work presents a gamification experience within prospective primary teachers in a General Science Classroom. A scoring game-based methodology was used for teaching Matter and Energy contents. In an effort for promoting collaborative dynamics rather than competitive ones in the entire group, a new variable was introduced once the game was started. It was called Game-Index and took into account the scoring of the whole class, similarly to H-Index. The results evidenced the need for these correcting measures in the gamifications processes, since a positive correlation amongst scoring and academic marks was confirmed, but also some kind of competitive-by segreggation inside the class group. © 2017 Elsevier Ltd";"Collaborative work; Gamifying; H-Index; University Science Education";"";"English";"Article";"";"Scopus"
"656";"Gamified Modules for an Introductory Statistics Course and Their Impact on Attitudes and Learning";2017;"Simulation and Gaming";16;"10.1177/1046878117731888";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033483005&doi=10.1177%2f1046878117731888&partnerID=40&md5=496d8e82c88841f733c4851078812a82";"Background. The theory of gamified learning (Landers, 2014) posits that gamified approaches positively impact students’ attitudes, and in turn this change in attitudes impacts learning; however, research is needed to examine the role of attitude change in gamified approaches (Seaborn & Fels, 2014). A strong negative relationship between students’ attitudes towards statistics and their performance in statistics has been well documented. The need to help students have positive attitudes towards statistics, and therefore be more likely to achieve in the course, makes using gamified learning, which targets attitudes, an ideal domain to test the effects of gamification on attitudes. Methods. The aim in this quasi-experimental study was to examine the ability of gamified modules in a statistics course to have positive impacts on learning and attitudes towards statistics. Students in the experimental group were compared to previous cohorts completing the same course, but without the gamified exercises as well as published results from a large cohort of comparable students. Results. The attitudes of cognitive competence, affect, value and perceived difficulty were all positively impacted after completing the gamified exercises. The experimental group also had large effects of test performance one semester after completing the course. Conclusion. In line with the theory of gamified learning, these findings suggested that the gamified modules were successful in shifting students’ attitudes in a positive direction and subsequently increasing performance. Future studies should introduce randomization between students and examine the specific pathways between attitudes and performance. © 2017, © The Author(s) 2017.";"attitudes towards statistics; gamification; improving classroom teaching; pedagogical issues; post-secondary education; statistics education; teaching/learning strategies";"";"English";"Article";"";"Scopus"
"657";"Moving learning into a smart urban park: Students' perceptions of the Augmented Reality EduPARK mobile game";2017;"Interaction Design and Architecture(s)";7;"";"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047063534&partnerID=40&md5=e2f646fa7ac7ee1b5de7225a3697fd0f";"The EduPARK game is developed under a game-based learning methodology. It is designed for outdoor learning settings by employing geocaching principles and mobile Augmented Reality technologies. The game aims to develop users' authentic and autonomous learning about diverse interdisciplinary themes in a smart urban park. It integrates learning guides for different target groups of basic education. The purpose of this paper is to present the game prototype development, and its first cycle of refinement, as the study followed a design-based research approach. The game evaluation involved 74 students from two school levels (aged 9-10 and 13-14). They explored and evaluated the game. Participant observation and focus groups were conducted. The evaluation allowed identifying positive characteristics of the game, such as immediate feedback and collaborative dynamics. Some questions included in the learning guides were perceived as difficult to understand and also some features came out to be considered for future improvements. © 2017 Scuola Iad.";"Augmented reality; Gamification; Mobile learning; Smart urban park";"";"English";"Article";"";"Scopus"
