"";"Title";"Authors";"Year";"Document.Type";"Source.Title";"Language";"Authors.Keywords";"Abstract";"ISSN";"Cited.by";"Publisher.Country";"Source"
"337";"STUDENTS PERCEPTION ABOUT A GAMIFICATION EXPERIENCE IN THE PSYCHOLOGY AND INCLUSIVE EDUCATION SUBJECT";"Menezes, AB; Cohen, EJ; Delage, PEGA; Alencar, RB";2020;"Article";"HOLOS";"Portuguese";"Gamification; active learning; incident process; role playing game; inclusion";"This paper presents the use of a gamificated activity applied to a subject of Psychology an Inclusive Education and analyses the effectiveness of using game elements to stimulate student's engagement and their proximity to the practice without leaving the classroom. In educational context, gamification may promote learning, increase student motivation and autonomy, by demanding active participation. This research was made with the participation of 35 students through the application of a semi-structured questionnaire with 20 questions using a 5 point linkert scale, varying from totally disagree to totally agree and an open question. To analyze the questions an Individual Medium Ranking (RM) was created and then was calculated the arithmetic media among the RM of three different categories. The results have shown that the proposed activity had positive effect upon student engagement, stimulating their autonomy toward their own learning process. The research also has shown that the activity was positive for approximating students with the school psychology practice, combining theory and its application.";"1518-1634";0;"Brazil";"Web of Science"
"338";"LiveWell RERC State of the Science Conference Report on ICT Access to Support Community Living, Health and Function for People with Disabilities";"Morris, J; Jones, M; DeRuyter, F; Putrino, D; Lang, CE; Jake-Schoffman, D";2020;"Article";"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH";"English";"mobile health; mHealth; mRehab; disability; rehabilitation; information and communication technology; accessibility; community participation; health and function";"This article summarizes the proceedings of the three session State of the Science (SOS) Conference that was conducted by the Rehabilitation Engineering Research Center for Community Living, Health and Function (LiveWell RERC) in June 2019 in Toronto, Canada. RERCs customarily convene an SOS conference toward the end of their five-year funding cycle in order to assess the current state and identify potential future research, development, and knowledge translation efforts needed to advance their field. The first two sessions focused on the current and future state of information and communication technology (ICT) for mobile health (mHealth) and mobile rehabilitation (mRehab). The third session was a wide-ranging discussion of pressing needs for future research and development in the field. Several big ideas resulted from the discussion among participants in the SOS Conference that should inform the structure and operation of future efforts, including: (1) identifying active ingredients of interventions, (2) incorporating effective behavior-change techniques into all interventions, (3) including measures of social determinants of health in evaluation studies, (4) incorporating user-customizable features into technology solutions, and (5) ensuring discoverability of research and development outputs by stakeholders via structured and continuous outreach, education and training. Substantive areas of work include gaming and esports, the gamification of interventions for health and fitness, the cultivation of community supports, and continuous outreach and education wherever a person with a disability may live.";"1661-7827";0;"Switzerland";"Web of Science"
"339";"Enhancing Higher Education Student Class Attendance through Gamification";"Pinter, R; Cisar, SM; Balogh, Z; Manojlovic, H";2020;"Article";"ACTA POLYTECHNICA HUNGARICA";"English";"higher education; class attendance; gamification";"This paper presents an electronic system for tracking students' attendance. BeHere was implemented at Subotica Tech - College of Applied Sciences, introducing gamification elements into class attendance tracking. Given that the first year of their studies in higher education is the most crucial time period, it is vital that students are motivated to attend classes regularly. Class attendance is frequently seen as the prime marker of students' persistence: lower attendance indicates a higher risk of dropout. The gamification module of the system is used to improve student engagement, motivation, attendance, and academic performance. Based on the research results, it is evident that the tested gamification module motivated students to attend classes more regularly during the 2018/19 school year as compared with the previous year.";"1785-8860";3;"Hungary";"Web of Science"
"340";"Can the Game-Based Learning Come? Virtual Classroom in Higher Education of 21st Century";"Lengyel, PS";2020;"Article";"INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING";"English";"E-learning; experiential learning; gamification; gamification strategy; learning-management; gamified teaching-learning environment; gamified classroom; Learning Management Systems (LMSs); Moodle platform; pedagogical methods";"In recent years, the growing popularity of gamification in learning-organization has shown that it will become an integral part of both traditional and online education at different educational levels. Schools have begun to recognize the value of a successful gamification strategy in motivating students and stimulating the effectiveness of the learning process. The article presents a kind of game-based teaching-learning environment, a solution for integrating digital games into the learning-teaching process, linking theoretical and practical knowledge by the game through e-learning of accounting skills with special emphasis on the experiential learning method. The game-based virtual classroom presented in the present article has been working successful in higher education for several years, the number of the active students grown from semester to semester, the gamification becomes more and more popular in this level of the education, too.";"1863-0383";7;"Germany";"Web of Science"
"341";"Integrating Educational Technologies to Augment Learners' Academic Achievements";"Jaiswal, P";2020;"Article";"INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING";"English";"Educational technologies; Learning management system; gamification of learning; digital instructional strategies";"Considering the manner in which technology is proliferating in all spheres of life, it is becoming pivotal to use Information and Communication Technology (ICT) in teaching and learning process, in today's information age classrooms, by implementing digital learning tools. The purpose of this study is to determine the consequences of technological implementation on students' academic achievements, in higher education. A mixed method, qualitative and quantitative, was used to collect data. A total of 40 students studying the course entitled English for Business in Department of English Language & Literature, College of Arts, during the academic year 2017-18 at University of Bahrain participated in this study. The findings obtained from the quantitative evaluation and qualitative dimensions of the study revealed that the course educators and students had a positive attitude towards the use of educational technologies as it impacted students' performances positively.";"1863-0383";3;"Germany";"Web of Science"
"342";"Design of Smart Gamification In Village Tourism: An Indonesian Case Study";"Bahtiar, AR; Segara, AJT; Suyoto";2020;"Article";"INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY";"English";"Gamification; village tourism; farming; reward";"In 2018, public interest in Indonesia tourism reached 303 403 888 people. The benefits of tourist destinations in Indonesia finally form three patterns, namely natural, cultural, and human-made. City and village tourism are very popular with the community because of the high interest of the community to capture the moments of Instagram able and viral tourism spots. One of them is village tourism. For people who are educated with life in the village, it is necessary to make it more interesting with gamification. In this study, the aim was to change the pattern of visitors' activities, which initially only took pictures but were also invited to explore the village potential through a mobile application. Also, this study is used to improve and help preserve and introduce village tourism potential. Gamification can be an alternative to developing village tourism potential. A common occurrence in tourist villages is a lack of management innovation to add village tourism potential to visitors further. So, we design mobile village tourism for village education. This activity is an education that contains planting plants. The results of this application are of rice planting and fruit picking games. Each set consists of two levels. Level 1 includes educational games and level 2 games about team cohesiveness. Each game will offer a reward. The rewards that we design are based on prizes that are liked by elementary school students.";"2192-4880";0;"Germany";"Web of Science"
"343";"Design of English Vocabulary Mobile Apps Using Gamification: An Indonesian Case Study for Kindergarten";"Tamtama, GIW; Suryanto, P; Suyoto";2020;"Article";"INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY";"English";"Gamification; Mobile Learning; English Learning; Kindergarten";"English is important for children because it is an international language that is always used in various fields, both in the world of work, education, economics, and social. One method of learning for children is by playing while learning. Gamification in the field of education is an educational approach to motivate students to enjoy learning by applying the game design. The purpose of this study is to approach the learning of English, specifically for children in kindergarten schools so that children will be more interested and feel happy to continue learning. The gamification method uses a mobile phone-based application with video games. Gamification in question is an English language recognition game for children with games. The introduction of English includes three categories, namely numbers, pictures, and spelling. The result is a mobile-based application that can be used by children to play the introduction of English with the concept of gamification. With gamification, children become more interested and motivated to learn English. Display made it easier to understand and visually appealing. The contribution given through this paper is to motivate children's willingness to learn English through other learning methods, namely gamification. Make children feel comfortable and not afraid to learn new things, especially English.";"2192-4880";2;"Germany";"Web of Science"
"344";"Gamification of Formative Feedback in Language Arts and Mathematics Classrooms: Application of the Learning Error and Formative Feedback (LEAFF) Model";"Chu, MW; Fowler, TA";2020;"Article";"INTERNATIONAL JOURNAL OF GAME-BASED LEARNING";"English";"Formative Feedback; Formative Feedback Model; Gamification; Language Arts; Learning Error; Mathematics";"The use of computer games in education has been increasing in popularity during the past decade. Game-based learning environments are designed to teach specific knowledge content and skill-based learning outcomes using game elements. One main reason for using game-based learning environments is to increase student motivation and engagement while teaching learning outcomes. Many of the game-based learning environments are designed so that students will reach maximum flow, which is defined as students being so completely immersed in that game that they do not notice that they are learning. These learning environments have been shown to improve many behaviour and cognitive learning outcomes. While game-based learning has many benefits, some educational researchers have indicated that it is often very costly to develop a complex game-based assessment to teach a few learning outcomes. Hence, in some cases it is more beneficial to approach the use of computer games in education using gamification.";"2155-6849";1;"USA";"Web of Science"
"345";"Gamification in mathematics education: a systematic review";"Garcia, FYH; Rangel, EGH; Mera, NAG";2020;"Review";"TELOS-REVISTA INTERDISCIPLINARIA EN CIENCIAS SOCIALES";"Spanish";"gamification; mathematics; academic performance";"The objective of this paper is to examine the existing evidence on the incidence of the use of gamified software (applications) in the improvement of the performance of students in the learning of mathematics. From the methodological point of view, this study is based on a systematic review of the literature, therefore databases were used as sources of information: Dialnet, Redalyc, ScienceDirect and Scopus. With respect to the selection and quality criteria it was determined: to include all publications between the years 2014 and 2019, whose origin is derived from indexed journals, arbitrated academic publications or postgraduate theses; in addition, the content had to deal with academic performance in mathematics and be directly related to the research questions. These aspects made it possible to compile eight articles that were examined qualitatively. As a main result of this research, it was obtained that gamification can have a significant impact on the improvement of students' academic performance, provided that the applications used are designed under adequate cognitive parameters, are based on gamified elements and the teacher accompanies said process.";"2343-5763";2;"Venezuela";"Web of Science"
"346";"RE-DESIGNING THE DESIGN BRIEF AS A DIGITAL LEARNING TOOL WITH PARTICIPATORY DESIGN APPROACH";"Demirbas, D; Timur Ogut, S";2020;"Article";"TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION";"English";"Design education; new millennium learners; participatory design; design brief; gamification";"Today, industrial design education is faced with a new group of students who have met daily life technologies from a very early age. The transformations in educational environments are becoming more and more important for project-based and student-centered design education model. Understanding the needs and expectations of the changing student profile has become essential for design education, which puts new and original outputs as the main objective. Students' expectations of having a say in their own learning environments also provide an important opportunity for them to play an active role in the focus of this change. The aim of this study is to determine the design criteria of a new learning tool in line with the needs and expectations of the new generation industrial design students with a student-oriented approach. Participatory Design workshops were organized to expose expectations of the current learners about a new Design Brief in a digital and online medium. In this qualitative study conducted with participatory design method, gamification elements were used to increase students' motivation, interest, and participation. Design criteria for a new generation design brief have been introduced with participatory design method. All suggestions were found to indicate a more interactive structure depending on the variable and cyclical structure of the design.";"1302-6488";0;"Turkey";"Web of Science"
"347";"Gamification in Educational Contexts: Analysis of Its Application in a Distance Public Accounting Program";"Contreras, JLG";2020;"Article";"REVISTA UNIVERSIDAD EMPRESA";"Spanish";"Gamification; learning; motivation; educational context; distance accounting education";"The scarcity of studies that link the application of educational gamification to its theoretical foundations or principles has led to the failure of gamification in educational contexts. This paper seeks to contribute to solving this shortcoming by connecting the application of the educational gamification carried out in the Distance Public Accounting Program of the Universidad Militar Nueva Granada (Colombia) with the theoretical foundations of the subject. To this end, researchers addressed the differences between gamification and game-based learning, examined the concept, objectives, contributions, and elements of the gamification, and identified the key aspects for a successful implementation in the educational context. Finally, they explained the process of gamification implemented from the teacher planning to the analysis of student opinions. For this, the methodology used was an exploratory one supported in documentary analysis and application of surveys to students. As a result of the application, researchers verified that educational gamification promotes autonomy, motivation, commitment, and social interaction in the students, allowing the progression and mastery of the issues covered in each proposed challenge.";"0124-4639";0;"Colombia";"Web of Science"
"348";"Comparison Between Video-class and LEGO Serious Slay Learning Strategies for the Students of Engineering Discipline";"Alzaghoul, A; Tovar, E; Sevillano, AAR; Barcala, MA";2020;"Article";"INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION";"English";"behavior; Kirkpatrick Evaluation Model; LEGO (R) SERIOUS PLAY (R); open educational resources; quality model; gamification";"The knowledge exchange in higher education is growing day by day demanding more advanced methods of teaching rather than the old methods. This paper presents an approach that tracks and measures changes in learner's behavior, based on two main learning strategies: video - class and LEGO serious play. The objective of the work is to address the question; Does the change of the learner behavior affect the quality of engineering education?. During this research work, an online task for the purpose of enhancing the process of learning, based on LEGO (R) SERIOUS PLAY (R) methodology, as an innovative technique to explore and support the changing in the learner behavior while solving the designed task. During the planned experiment we used gamified education material that has resulted in capturing the quality criteria by following the behavioral level of the Kirkpatrick Model. A comparison was performed with a class based on learning through video presentations and a class based on LEGO (R) SERIOUS PLAY (R) to learn the designed task. The total number of participants was 26 in 1st experiment and 18 in the 2nd experiment, a total of 44 participants. The results have shown that the LEGO (R) SERIOUS PLAY (R) class was more oriented into the creative part of the knowledge acquirement. However, the video-class was limited to the content of the video and to the video's visuals design. From the obtained results, the goal has been achieved by measuring the changing of the learner behavior, in the same context, these behavior changes and the learning processes have been measured and improved.";"0949-149X";0;"Ireland";"Web of Science"
"349";"Gamification and Breakout Edu in Professional Training. Grey Place program in Social Integration";"Leon, AM; Sanchez, MS; Ramos, RT; Hernandez, JA; Parra, JMA";2020;"Article";"EDMETIC";"Spanish";"Vocational training; educational game; information and communication technologies; special education teacher";"Educational gamification is the use of dynamics and mechanics propers of the games to educational sphere, with the aim to increase the scholastic motivation of students. From the present contribution, is presented the design and implementation of a work-gamificated unit in Vocational Training during the academic year 2018/2019 for the Supporting to educational intervention subject of Higher-Level Training Cycle on Social Integration. It states a cooperative teaching - learning process through of a gamification project focuses in identification and creation of educational resources for student body with functional diversity. It is concluded that use of gamification strategies may be motivating for student body and beneficial for their learning.";"2254-0059";1;"Spain";"Web of Science"
"350";"Educational projects of video game gamification: development of numerical thinking and school reasoning in vulnerable contexts";"Alvarez, JH; Taxa, F; Castaneda, RF; Cotera, SO";2020;"Article";"EDMETIC";"Spanish";"Gamification; Arithmetic Thinking; Educational Project; Video Game";"Gamification through the use of video games is not yet fully applied in the Peruvian education system, due to factors such as: economic investment, probable provocation of gambling disorders; or due to ignorance of its application. In this case, it was proposed to include video games as basic gamifiers of educational projects to develop mathematical thinking in students from vulnerable contexts. The work approach was quantitative, experimental design at an explanatory level. The sample was 79 third and fourth grade elementary students from three schools in the districts of Comas and Ventanilla in Lima, Peru (M = 7.8 years; S.D. = 1.44), these were selected from three contexts determined by Zoning in their respective districts: a) Human settlement, b) housing association and c) urbanization. The instruments Enactive, iconic and symbolic diagnostic evaluation and Precalculus test were used. The results indicated differences between the pretest and posttest measurements of the calculation and operations dimension of students belonging to the human settlement context, significant differences were also obtained in the comparison of subject indexes of the housing association and urbanization context. Regarding the mathematical reasoning dimension, the data reported differences in students in the context of human settlement and housing association; however, no differences were found in the group of students in the urbanization context. Finally, the study contributed to the understanding of the gamification of educational projects as a companion to the pedagogy or didactics of mathematics in different contexts of vulnerability.";"2254-0059";0;"Spain";"Web of Science"
"351";"Using Gamification to Improve the Education Quality of Children with Autism";"Navan, AA; Khaleghi, A";2020;"Article";"REVISTA CIENTIFICA";"English";"autism spectrum disorders; recognising emotional states; game; gamification";"This study was conducted with a pre-test-post-test design with a control group in which participants were divided into two experimental (ten persons) and control (ten persons) groups. The Smile 1 intervention took place in 16 sessions of 30 min, which consisted of eight sessions of 1 h owing to the time spent by the parents of the participants in the study. Additionally, a Child Behaviour Check List (CBCL) was used to measure the effectiveness of this interventional game on reducing the behavioural problems of children that participated. The questionnaire consists of 113 questions in which 13 different behavioural factors are identified in the children. For this purpose, pre-test and post-test stages were performed for both groups. In fact, due to time constraints for holding intervention sessions, it was expected from the outset that significant changes in participant behaviour during the two months of interventions would not be observed.";"0124-2253";0;"Colombia";"Web of Science"
"352";"Gamification in the classroom: Examining the impact of gamified quizzes on student learning";"Sanchez, DR; Langer, M; Kaur, R";2020;"Article";"COMPUTERS & EDUCATION";"English";"Adult learning; Improving classroom teaching; Media in education; Distance education and telelearning";"Gamification is emerging as a method aimed at enhancing instructional contents in educational settings. However, theoretical underpinnings of the proposed effects of gamification are lacking. This paper applies the theory of gamified learning and extends research exploring the benefits of gamification on student learning through the testing effect. In a quasi-experimental design, university students (N = 473) prepared for three tests using traditional quizzes (i.e., a question, four response options) or gamified online quizzes (i.e., a wager option, a progress bar, encouraging messages). We assumed that students completing gamified quizzes would complete more quizzes and, through the benefits of the testing effect, would demonstrate better learning. Findings supported the testing effect in that students who completed more quizzes performed better on subsequent tests. Furthermore, students who completed the gamified quizzes had significantly better scores on the first test. However, this effect was not due to students completing more quizzes in the gamification group. Additionally, the beneficial effect of gamification did not persist for subsequent tests. This supports that gamification might work through a novelty effect where its influence may not be sustainable. Further analyses showed that higher achieving students benefited more from gamification than lower achieving students. Overall, the results (a) imply that gamification may be a viable option for short-term assignments, (b) highlight concerns of a novelty effect possibly recommending instructors not to use the same gamification method permanently, and (c) indicate that there are contexts where gamification might not be adequate to target low achieving students. Given these results we call for longitudinal studies investigating the novelty effects of gamification and research examining individual differences moderating the effects of gamification.";"0360-1315";14;"ENGLAND";"Web of Science"
"353";"GAMIFICATION EXPERIENCE IN THE SUBJECT OF DESCRIPTIVE GEOMETRY FOR ARCHITECTURE";"Alvaro-Tordesillas, A; Alonso-Rodriguez, M; Poza-Casado, I; Galvan-Desvaux, N";2020;"Article";"EDUCACION XX1";"English";"Cooperative learning; teaching methods; educational games; motivation techniques; instructional innovation; postsecondary education";"The hasty changes in the curricula that have occurred in recent years in the School of Architecture of University of Valladolid have generated some problems in the subject of Descriptive Geometry that have been added to others that had been ongoing for many years. A Teaching Innovation Project (TIP) seeks to provide a solution to the problems raised with new methods of teaching inside and outside the classroom and greater interaction between the students and the professor. This way, geometry is no longer something abstract, unrelated to the professional practice of the architect. Thereby, it is intended to structure a new subject that provides students not only with graphic and spatial techniques but also with teamwork, cooperation, training, sufficiency and autonomy resources that help them in the development of their future career. In order to carry out this new methodology for teaching, a course based on gamification has been designed, which allows the students to focus on the subject from a more playful point of view with the aim of motivating and involving them. Based on a three-year experience of comparative work between the traditional and the proposed systems, the conclusions obtained with regards to the withdrawal rate, academic performance and perception of the teaching method are presented in this paper. The incorporation of techniques based on games had a motivating effect on the students, who discovered a way of learning by playing what they previously perceived as a tedious subject.";"1139-613X";6;"Spain";"Web of Science"
"354";"Evaluation of technology use in education: Findings from a critical analysis of systematic literature reviews";"Lai, JWM; Bower, M";2020;"Review";"JOURNAL OF COMPUTER ASSISTED LEARNING";"English";"evaluation; learning technology; meta-review; systematic review; tertiary review";"Because the educational technology research literature is so broad, it is difficult for researchers to acquire an accurate sense of the issues and trends across the entire field. There has not been any recent effort to synthesize or critically analyse the systematic reviews in the area of educational technology. This study analysed 73 systematic literature reviews, including meta-analyses, focused on the evaluation of technology in educational contexts, in order to holistically understand the impact of learning technology use across different aspects of evaluation. Among these reviews, the most common theme examined was learning outcomes (89%), followed by affective elements (45%), behaviours (25%), technological elements (21%) and teaching/pedagogical aspects (19%). Most of the reviews found that the use of technology improved learning outcomes and affective perceptions. Approaches involving interaction, gamification, constructivism, student-centred learning and feedback were most effective. The analysis highlighted the need for more reviews focusing on multiple aspects of learning technology evaluation, on school level education and on the use of technology in naturalistic (non-interventional) settings. Critical reflections are also cast on the methods used to conduct systematic reviews in the educational technology field.";"0266-4909";4;"USA";"Web of Science"
"355";"Evaluating Impact on Motivation and Academic Performance of a Game-Based Learning Experience Using Kahoot";"Fuster-Guillo, A; Pertegal-Felices, ML; Jimeno-Morenilla, A; Azorin-Lopez, J; Soliveres, MLR; Restrepo-Calle, F";2019;"Article";"FRONTIERS IN PSYCHOLOGY";"English";"gamification; serious games; motivation; teaching-learning; computer engineering";"Gamification methods adapt the mechanics of games to educational environments for the improvement of the teaching-learning process. Serious games play an important role as tools for gamification, in particular in the context of software engineering courses because of the idiosyncratic nature of the topic. However, the studies on the improvement of student performance resulting from the use of gamification and serious games in courses with different contexts are not conclusive. More empirical research is thus needed to obtain reliable results on the effectiveness, benefits and drawbacks. The overall objective of this work is to study the benefits generated by serious games in the teaching-learning process of Computer Engineering degrees, analyzing the impact on the motivation and student satisfaction, as well as on the learning outcomes and results finally achieved. To this end, an intervention is proposed in the subject of Computer Architecture based on two components covering theoretical and practical sessions. In the theoretical sessions, a serious game experience using Kahoot has been introduced, complementing the master classes and class exercises. For the practical sessions, the development of projects with groups of students has been proposed, whose results in terms of computer performance can be compared through a competition (hackathon). Evaluation of the serious game-based intervention has been approached in terms of student satisfaction and motivation, as well as improved academic performance. In order to assess student satisfaction, surveys have been used to assess the effect on student motivation and satisfaction. For the evaluation of academic performance, a comparative analysis between an experimental and a control group has been carried out, noting a slight increase in the experimental group students' marks.";"1664-1078";6;"USA";"Web of Science"
"356";"Teachers' beliefs about gamification and competencies development: A concept mapping approach";"Marti-Parreno, J; Galbis-Cordova, A; Curras-Perez, R";2021;"Article";"INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL";"English";"Gamification; competencies; Higher Education; teachers' beliefs; concept mapping";"Despite an increasing academic attention towards both gamification and competencies-based education, little is known about Higher Education teachers' beliefs regarding the use of gamification to develop students' competencies. To fill this research gap, concept mapping was used to cluster teachers' beliefs in 4 dimensions regarding the use of gamification to develop students' competencies. Our findings suggest that teachers believe that gamification encourages team working and oral communication skills. Moreover, critical thinking and social skills development were also found as some of the benefits that teachers believe the use of gamification can provide to the development of students' competencies. These findings should encourage both Higher Education teachers and policy makers to increase the use of gamification-based programmes to develop students' competencies.";"1470-3297";1;"ENGLAND";"Web of Science"
"357";"Game-based e-learning for urban tourism education through an online scenario game";"Chan, CS; Chan, YH; Fong, THA";2020;"Article";"INTERNATIONAL RESEARCH IN GEOGRAPHICAL AND ENVIRONMENTAL EDUCATION";"English";"e-Learning; game-based learning; scenario game; tourism education; urban tourism";"This paper introduces an e-Learning for urban tourism education through a scenario-based game of a hypothetical city. This scenario game set a good example to integrate components of e-Learning, gamification and scenario-based platform in tourism geography and planning education. This study evaluated the effectiveness of urban tourism scenario game in terms of knowledge enrichment, attitudinal change and platform usability reported by a sample of voluntary university students (n=30). The overall effectiveness of the game is found generally positive. Paired-sampled t-test results show that this game platform is successful in improving participants' fundamental knowledge about new concepts, models and issues in the urban tourism context.The nature of tourism study in social science involves dynamism of perception and views, and thus leading to attitudinal changes of the game players although these changes are only statistically significant in one-fourth of the attitudinal attributes. The usability is the shortcomings of the game since this dimension is difficult to control except some technical elements. From the statistical results, the game does not reach a high expectation of usability except the educational design of the game. Some discussions and suggestions are made to enhance the effectiveness of game-based learning in tourism education through clever integration of modes of learning and other e-Learning elements.";"1038-2046";1;"ENGLAND";"Web of Science"
"358";"Overcoming the novelty effect in online gamified learning systems: An empirical evaluation of student engagement and performance";"Tsay, CHH; Kofinas, AK; Trivedi, SK; Yang, Y";2020;"Article";"JOURNAL OF COMPUTER ASSISTED LEARNING";"English";"computer-based learning system; gamification; meaningful; novelty effect; student engagement; student performance";"Learners in the higher education context who engage with computer-based gamified learning systems often experience the novelty effect: a pattern of high activity during the gamified system's introduction followed by a drop in activity a few weeks later, once its novelty has worn off. We applied a two-tiered motivational, online gamified learning system over 2 years to a total number of 333 students. In a mixed methods research design, we used 3-year worth of longitudinal data (333 students for the treatment group and 175 in the control group) to assess students' engagement and performance in that period. Quantitative results established that students engaged and performed better in the gamified condition vis-a-vis the nongamified. Furthermore, students exhibited higher levels of engagement in the second year compared with the first year of the gamified condition. Our qualitative data suggest that students in the second year of the gamified delivery exhibited sustained engagement, overcoming the novelty effect. Thus, our main contribution is in suggesting ways of making the engagement meaningful and useful for the students, thus sustaining their engagement with computer-based gamified learning systems and overcoming the novelty effect.";"0266-4909";9;"USA";"Web of Science"
"359";"Measuring the effects on learning performance and engagement with a gamified social platform in an MSc program";"Garcia-Cabot, A; Garcia-Lopez, E; Caro-Alvaro, S; Gutierrez-Martinez, JM; de-Marcos, L";2020;"Article";"COMPUTER APPLICATIONS IN ENGINEERING EDUCATION";"English";"education; engagement; gamification; learning performance; social";"New generations of students are highly involved with technology. Therefore, while coming to traditional classrooms, it is required to call for different forms of teaching that are more motivating and engaging for them. One approach to this problem is combining games and education. Gamification could be defined as the use of game design elements in non-game contexts. The research gap in the literature could be found in requiring more experimental studies assessing if gamification can improve learning outcomes. To this end, this paper further contributes to determining if a gamified social e-learning platform can improve the learning performance and engagement of MSc students. The developed platform combined submission of activities with points, achievements, leaderboards, and rewards (with a virtual store) and social elements such as friends, forums, Q&A, blogs, and microblogging. Results show that, indeed, social gamification is a suitable technique to improve the learning outcome of students, at least for those skills related to programming, providing more communication skills and producing more engagement and motivation while using the platform.";"1061-3773";4;"USA";"Web of Science"
"360";"Inner Ear: A tool for individualizing sound-focused aural skill acquisition";"Tsabary, E; Savage, D; Ogborn, D; Beckett, C; Szigetvari, A; Beverley, J; Del Angel, LN; Leblond-Chartrand, J; Park, S";2019;"Article";"JOURNAL OF MUSIC TECHNOLOGY & EDUCATION";"English";"aural training; electroacoustic; higher education; practice; feedback; action research; gamification";"Inner Ear is a browser-based aural training software designed to improve and better understand the process and means through which students acquire sound-focused aural skills. Its ongoing development follows educational principles established through years of research with undergraduate music students who major in electroacoustic studies, beginning in 2005. It provides users with ongoing detailed feedback about their performance, areas that need additional work, and an accessible notepad for students to record their insights during practice. It collects data on users' performance and settings that can later be analysed and shared with their instructor. The design of Inner Ear follows insights that emerged in students' feedback, provided mostly in home practice reports. Primary among these insights are the needs for individualizable practice environments, diversified exercises, speedy and informative feedback and progress evaluation methods.";"1752-7066";0;"ENGLAND";"Web of Science"
"361";"Immersive and participatory serious games for heritage education, applied to the cultural heritage of South Tyrol.";"Luigini, A; Parricchi, M; Basso, A; Basso, D";2019;"Article";"INTERACTION DESIGN AND ARCHITECTURES";"English";"Virtual Reality; heritage education; digital heritage; serious game";"Heritage education is an activity that is increasingly present in the educational curricula of schools and museums. Cognitive mechanisms and Representation devices must be thoroughly analysed and designed in order to promote the creation of didactic paths to foster effective learning experiences. Immersive visualization technologies are well suited for gamification applications and the technological and economic accessibility of VR HMD (head-mounted display) viewers makes these technologies particularly attractive for the development of potentially more widespread methodologies. This article will describe an educational path, and the relative experimentation, on the cultural heritage focused on the production of the typical bread of the Val Pusteria area - and the rural life around it. The project was aimed at primary school children and was based on a serious game in Virtual Immersive Reality.";"1826-9745";1;"Italy";"Web of Science"
"362";"Effects of a Gamification and Flipped-Classroom Program for Teachers in Training on Motivation and Learning Perception";"Gomez-Carrasco, CJ; Monteagudo-Fernandez, J; Moreno-Vera, JR; Sainz-Gomez, M";2019;"Article";"EDUCATION SCIENCES";"English";"gamification; flipped-classroom; motivation; teacher education; social sciences teaching; student perceptions";"We present the results of a training program with future Primary Education teachers on the impact on motivation and perception of learning achieved through strategies and techniques associated with gamma and flipped-classroom. The program was run in four classroom groups (n = 210) at the University of Murcia (Spain) and the aim was to analyze the effect that the gamification-based and flipped-classroom program has on motivation and learning. Information was collected through a perceptions questionnaire. Descriptive statistics are shown; mean tests (t of Student and ANOVA of a factor) and Pearson correlations between subscales. The data show a very positive impact on motivation, the learning achieved, and the strategies applied in the program. Some differences between group-class and gender are discussed, and some future improvements of the program are put forward.";NA;7;"Switzerland";"Web of Science"
"363";"A Review of Nontraditional Teaching Methods: Flipped Classroom, Gamification, Case Study, Self-Learning, and Social Media";"Safapour, E; Kermanshachi, S; Taneja, P";2019;"Review";"EDUCATION SCIENCES";"English";"review of methods; flipped classroom; gamification; case study; self-learning; social media";"Traditional teaching methods rely solely on the use of textbooks, but teaching effectiveness assessment methods have demonstrated that most students taught by this method do not absorb the course content up to the expected level. Multiple researchers have introduced nontraditional teaching methods, but there is no scientific consensus on the best nontraditional teaching methods that are tailored to learners' abilities while most effectively addressing the course objectives. Therefore, the goal of this review was to address the following questions across all engineering disciplines, based on learners' abilities and the course objectives: (a) What are the benefits of nontraditional teaching methods? and (b) How would you categorize the benefits of nontraditional teaching methods? A qualitative review was conducted to achieve these goals, and the initial search for papers, using relevant keywords, resulted in more than 2000 peer-reviewed articles that were published between 2000 and 2017. A total of 125 peer-reviewed articles pertaining to the most frequently studied nontraditional teaching methods were comprehensively studied and analyzed. The analysis resulted in practical guidelines, including a list of the benefits of the five studied nontraditional teaching methods (flipped classroom, gamification, case study, self-learning, and social media) belonging to four categories: technical/professional, personal skills/ability, personal attitude, and time and space. Based on the results, the authors established significant guidelines for instructors who aim to optimize learners' achievements by adopting the most effective teaching styles, based on their course objectives and the learners' abilities.";NA;6;"Switzerland";"Web of Science"
