"";"Title";"Authors";"Year";"Document.Type";"Source.Title";"Language";"Authors.Keywords";"Abstract";"ISSN";"Cited.by";"Publisher.Country";"Source"
"421";"Gamification as a tool for stimulating the educational activity of students of higher educational institutions of Ukraine and the United States";"Zvarych I., Kalaur S.M., Prymachenko N.M., Romashchenko I.V., Romanyshyna O.Ia.,";2019;"Article";"European Journal of Educational Research";"English";"Flipped classroom technology; Gamification; Gamification of training; Higher professional education; Simulation";"This study has experimentally tested how the introduction of simulations, adapting the experience of higher educational institutions of the United States, including the elements of gamification, in the training course Professional Foreign Language stimulates the educational activity of students at higher educational institutions of Ukraine students’ educational activity through the involvement and creation of activity for constructive competition and cooperation, stimulation of interests and motives, maintaining cognitive attention of students and encouraging feedback. To carry out this research, a script, a methodology for arranging the simulation Coffee Import-Export Procedure was developed. To process the collected statistical information, Covariance-based Structural Equation Modeling (SEM) software, including two-way ANOVA for Mixed Measures, was used, and the Textalyzer software was used to process the answers of the experimental group’s students to the open-type questions. It was found out, that the simulation model Coffee Import-Export Procedure with elements of gamification develops value-motivational, cognitive and activity-reflective components of educational activity of students, develops self-education skills, which are included in the list of key life and career Skills of the 21st Century, moving the formation of competences of self-education from minor to dominant positions, forms the model of future professional activity of students. The scientific and practical results of this research can be used in the practice of corporate training of company’s personnel, professional training of future specialists in management, international business, organizational psychology, law, etc., as well as for the organization of professional training for people with limited access to higher professional education or for those who needs retraining. © 2019 The Author(s)";"21658714";6;"Ukraine";"Scopus"
"422";"Swords and sorcery: A structural gamification framework for higher education using role-playing game elements";"Ntokos K.,";2019;"Article";"Research in Learning Technology";"English";"Action-research; Gamification; HE; Higher Education; Motivation; Player; Player archetypes; Role-Playing; RPG; SDT; Structural";"Students attend the first sessions of your units and then disappear, some of them forever, and some of them have no clue what is going on or they work for other units’ assessments. When it comes to providing them with formative assessment, it is not always well received as it is perceived as extra work. The purpose of this article is to define a gamification framework based on structural gamification that focuses on that weak part of your cohorts that do not engage as much, and it does that in a great way, as it embeds video game rules and role-playing into the curriculum. This is achieved through implementing game elements to the entire second-year cohort (N = 34) of computer game development students, in the unit ‘Engineering Software Systems’. The goal is to motivate and engage the at-risk students of the cohort with lower activity, attendance and involvement in the unit. © 2019 K. Ntokos.";"21567069";2;"United Kingdom";"Scopus"
"423";"Serious games in theology";"Oliver W.H.,";2019;"Article";"HTS Teologiese Studies / Theological Studies";"English";"Decolonised education; Fourth Industrial Revolution; Gamification; Online; Paper behind the glass; Serious games";"In South Africa, the implementation of serious games and gamification (collectively referred to as gaming) in the design of curricula, being presented in schools and institutions of higher education, is mostly a novelty. As we are (should be) in a transitional phase with education, especially on two levels, namely, with the decolonisation of education and preparing education for the Fourth Industrial Revolution, it would be fitting and high time to fully implement gaming into the curricula. This article takes a look at the implementation of a serious game on an undergraduate level at a residential university. It focuses in a pragmatic way on applying the serious game on biblical languages-Greek, Hebrew and Latin-proposing that they should be presented to the student as paper behind the glass. © 2019, AOSIS (pty) Ltd. All rights reserved.";"2599422";1;"South Africa";"Scopus"
"424";"The student experience of student-centered learning methods: Comparing gamification and flipped classroom";"Thongmak M.,";2019;"Article";"Education for Information";"English";"Active learning; Adoption; Assignments; Class activities; Experimental teaching; Higher education; Information systems; Social science research; Student surveys";"Higher education enrollment has declined recently. New recruiting strategies and student-centered learning environments with challenge, enthusiasm, and joy are required to boost enrollment and engagement. Thus, the student-centered teaching approach, which one of the approaches under implementation and observation, are increasingly needed. Gamification and flipped classroom are cutting-edge educational approaches to motivate students. Nevertheless, the effectiveness of both methods has not yet been explored. The aim of this experimental study is thus to investigate and compare the effectiveness of these approaches. Student-led activities are designed and the perspectives from both participants and activity conductors are collected. The results show that these techniques successfully shift students' perceived usefulness and engagement intention. Gamification gains slightly better results than flipped classroom from the participants' viewpoints. © 2019-IOS Press and the authors.";"1678329";2;"Thailand";"Scopus"
"425";"The influence of gamification on decision making in nursing students";"García-Viola A., Garrido-Molina J.M., Márquez-Hernández V.V., Granados-Gámez G., Aguilera-Manrique G., Gutiérrez-Puertas L.,";2019;"Article";"Journal of Nursing Education";"English";"";"Background: Gamification provides nursing students with a setting in which they can practice clinical reasoning and decision making in a realistic and secure way. The purpose of this study was to determine the influence of gamification on decision making in nursing students. Method: A quasi-experimental study was performed with a control group and an experimental group. A convenience sample was used to select the participants. A total of 191 nursing students participated. Participants were randomly assigned to one of the groups. Results: On comparing the control group and experimental group, statistically significant differences were found in the following patterns: vigilance, buck passing, and procrastination. Conclusion: Using gamification as part of nursing education increases satisfaction, creative thinking, and control, among other aspects, with little to no negative effects throughout the experience, which has a significant impact on decision making. Copyright © SLACK Incorporated.";"1484834";3;"Spain";"Scopus"
"426";"A case of school teachers training program using new ICT technologies based on gamification and digilogteaching-learning methods";"Jung Y., Park N.,";2019;"Article";"Journal of Advanced Research in Dynamical and Control Systems";"English";"Big data/artificial intelligence; Blockchain; Creative education; Digilog teaching-learning method; Gamification teaching-learning method";"In the era of knowledge and information services in the 21st century, when the 4th Industrial Revolution arrived, traditional education methods focusing on the individual transfer of knowledge from a particular school have limitations. The need for competency-oriented education is increasing in the sense that knowledge alone cannot foster creative and converged thinking capabilities.Capacity-oriented education clearly presents the knowledge, skills, values and attitudes that learners will need until they reach adulthood, while exploring and examining how to cultivate these elements. The Future Creative-plugged model focuses on creativity as a novel idea that is not already known and the ability to produce complexities of such ideas.Among the new ICT technologies, the Gamification teaching-learning method, which utilizes elements and techniques of the game to motivate them to achieve a specific goal, was constructed as a teaching learning method to explain the principle of blockchain technology, and digital technology and analog sentiments were combined with big data/artificial intelligence principle education to Digilog teaching-learning method.In addition, a wide range of school levels teachers who interested in creative education were applied on a trial basis to verify the effectiveness of the new model and analyzed the results. © 2019, Institute of Advanced Scientific Research, Inc.. All rights reserved.";"1943023X";NA;"South Korea";"Scopus"
"427";"Jump to the next level: A four-year gamification experiment in information technology engineering";"Cuevas-Martínez J.C., Yuste-Delgado A.J., Perez-Lorenzo J.M., Triviño-Cabrera A.,";2019;"Article";"IEEE Access";"English";"Education; Engineering education; Engineering students; Gamification";"Higher education in Spain has to deal with constant troubles and uncertainties due to the economic crisis, high rates of unemployment in young people, lack for study habits in secondary school and legal fluctuations. This uncertain environment does not foster student effort and it is behind the important rates of abandon in higher education. The Bologna Process was thought to create a new paradigm in higher education in the European Union. However, the changes came from the top (governments) to the bottom (lectures and students) so they were not properly supported by specialized training oriented to lecturers. It did not include the appropriate changes in lower education stages (secondary education) to prepare student when facing University. Therefore, in the past decade several new teaching methodologies have appeared to deal with student demotivation and to fight against dropouts. Those methodologies try to keep the students engaged during the whole course paying more attention to their learning process, attitudes, motivations and expectations. Consequently, in this paper, we present a four-year experiment whose main objective is to keep students engaged during the whole year and to foster their motivation in order to increase their learning outcomes. The experiment is based on the application of gamification to the assessment process emulating a traditional platform video-game, like Super Mario. The results show that this experiment was positive for most students who achieved good marks and good rates of task completion. © 2020 Royal Society of Chemistry. All rights reserved.";"21693536";2;"Spain";"Scopus"
"428";"Gamification support for learning in spatial computing environments";"Hensen B., Koren I., Klamma R.,";2019;"Article";"Journal of Universal Computer Science";"English";"Augmented Reality; Gamification; HTC Vive; Learning; Microsoft HoloLens; Mixed Reality; Virtual Reality";"With the rise of mixed reality hardware and software, new opportunities in formal higher education arise, e.g. in anatomy, as the usage of 3D structures instead of 2D images or anatomical models supports a better understanding and enhances the learning process. But even with access to virtual 3D models, motivation is a key element for successful learning and for progressing over a longer period of time. Mixed reality spaces offer new opportunities for combining a 3D stereoscopic depth perception of anatomic models together with gamification and interactive learning. Virtual 3D models can be enhanced with additional information which can name and explain separate elements. Therefore, we developed GaMR, a gamified framework for learning in mixed reality, where 3D models can be experienced on the Microsoft HoloLens and the HTC Vive. Quiz creation is supported by placing annotations on the model. Progress is rewarded by badges. The gamification strategy guides the student and gives feedback about the learning progress. This open source gamification framework for mixed reality was evaluated with students and doctors from a medical university. It showed that it can be employed in many academic and industrial use cases. © J.UCS.";"0948695X";NA;"Germany";"Scopus"
"429";"Active methodologies in health. Scientific production on gamification in health sciences [Активные методологии здоровья: научная продукция по геймификации в науках о здоровье]";"Segura-Robles A., Parra-González M.E.,";2019;"Article";"Science for Education Today";"English";"Games; Gamification; Health; Nursing Education; Scientometric; Teaching";"Introduction. Gamification is based on the use of game elements, designs and structures in non-leisure contexts. Although there are many studies that prove the effectiveness of this methodology, no study has been found that has researched, analysed or organised scientific production on gamification in the sphere of health, which is what this paper offers. The purpose of the study is to analyse research articles on gamification and health, using sciencemetric and content analysis methodologies. Materials and Methods. An analysis was carried out on articles from the Web of Science database containing the words 'gamification' and 'health' using sciencometric methods and advance text analysis via content evaluation. In addition, an analysis of the literature was carried out among the most cited articles on the subject in order to extract the most current topics with the greatest scientific impact. Results. The remaining analysis comes from the 309 articles obtained. It shows the accumulation of different prestigious scientific journals and specific authors as well as the hegemonic predominance of the English language. The analyzed articles mostly presented case studies which focus on use of apps, change of habits and influence of gamification on the health training processes. Conclusions. The results showed a reduced group of topics currently studied, about all the studies of mobile applications, and the growth for the coming years, to which these types of investigations can be considered as a field of study relevant for the scientific community in the short and medium term. © 2011-2019 Science for Education Today All rights reserved";"26586762";2;"Spain";"Scopus"
"430";"12 +1. Feelings of physical education college students towards a gamification proposal: “game of thrones: the anger of the dragons” [12 +1. Sentimentos do acadÊmico de educaÇÃo fÍsica frente a uma proposta de gamificaÇÃo: “game of thrones: A ira dos dragões”] [12 +1. Sentimientos del alumnado universitario de educación física frente a una propuesta de gamificación: “game of thrones: la ira de los dragones”]";"López I.P., García E.R., Cervantes C.T.,";2019;"Article";"Movimento";"Spanish";"Higher education; Qualitative research; Teacher training";"The gamification proposal is aimed at evaluating the changes in students’ feelings throughout the learning process. The proposal was carried out in the context of the university class of future Physical Education teachers, and it included 50 students. The proposal was based on the series Game of Thrones and relies methodologically on the interpretative analysis of the journals and on students’ final reflections. The main results include: the difference of feelings according to sex, which remained stable during the process as the idea of learning from enjoyment prevailed. Regarding the focus of the feelings, the teacher maintains a stable line that conveys confidence, while feelings are both positive and negative regarding teammates and friends. In conclusion, that gamification as a methodological strategy improves student’s motivation, which leads to greater involvement in learning. © 2019, Universidade Federal do Rio Grande do Sul. All rights reserved.";"0104754X";1;"Spain";"Scopus"
"431";"The limits of gamification in architecture teaching. The Escape Room technique [Los límites de la ludificación en la enseñanza de la arquitectura. La técnica del Escape Room]";"Pérez B.O., Prat J.S., Valdés D.L.,";2019;"Article";"ZARCH";"Spanish";"Design of Teaching games; Education gamification; Escape Room; Gamification of Learning Process; Informal Cooperative Learning; Interactive Learning Environments";"Currently, a great part of the university community agrees with the statement that “Learning is not a game, but you learn by playing”. It is undeniable that current generations of university students have grown up surrounded by the gamification applied to activities of the more disparate and, as a consequence, have developed the predisposition to the game, since it provides pleasure and happiness, as well as the skills necessary to participate in it, competitiveness, decisive attitude, team spirit and many more. With this perspective in mind and with the aim of highlighting the most important concepts that have been taught during the course, the team of professors of the subject “Basis for Technique” of the first course in the Barcelona School of Arquitecture (Polytechnic University of Catalonia), we have developed a game based in the Escape Room technique. This article describes the methodology of the tests carried out for more than 500 students during 3 courses, analyzes the results regarding the fulfillment of the proposed didactics objectives and proposes a reflection on the limits of the gamification applied to the teaching of architecture. © 2019 Prensas de la Universidad de Zaragoza. All rights reserved.";"23410531";NA;"0";"Scopus"
"432";"A gamified e-learning framework for teaching mathematics to arab deaf students: Supporting an acting arabic sign language avatar";"Shohieb S.M.,";2019;"Article";"Ubiquitous Learning";"English";"Deaf learning; Designing for deaf; Gamification; Gamification in learning; Human computer interaction (HCI); Motivation; Psychological need satisfaction; Self-determination theory";"Gamification is an exploitation of game design elements and game mechanics in non-game scenarios. It can be used as a web-based education tool to increase student engagement and motivation. According to United Nations, in addition to our past research with hundreds of Arab deaf people over ten years, we reached the conclusion that most deaf people are undereducated or semi-literate. This is due to poor ways of communication with society and lack of means that support lifelong learning. Parity in life and self-learning systems are rights to everyone regardless of their ability. From this point, the aim of this project is to develop an e-learning system for teaching a difficult subject, such mathematics, to the Arab deaf students. A gamification technique will be followed and different gamification components will be included through the process of system development to motivate the deaf students. This framework is supported with an Arabic Sign Language (ArSL) acting avatar to support more clarity, interactivity, and integration for the deaf learners. Therefore, the proposed framework will fulfill the psychological satisfaction needs of the intended users. © Common Ground Research Networks.";"18359795";1;"Egypt";"Scopus"
"433";"Enhancing the performance in education by implementing gamification";"Ajith R., Vinay M.,";2019;"Article";"Journal of Computational and Theoretical Nanoscience";"English";"E-learning; Enhanced learning; Game elements; Gamification; Gamified learning; Tool based learning";"The gaming industry is growing rapidly in the present generation along with the advancement of technology. Gaming has captured all the young minds with its high and realistic graphics. What makes the gaming industry so attractive is that the players have complete freedom in the game. Freedom to fail, they can try until they succeed another feature is that game is user-centric. Consequently, a lot of research is been in the field of education to increase student's engagement towards studies. The main aim of this paper is to combine these game elements with learning to see if it yields better results. A quantitative approach is used to analyze the student's performance and interest in learning. Using these game elements in education will encourage the students to learn as well as have the flexibility to complete the course at their own pace. Copyright © 2019 American Scientific Publishers All rights reserved.";"15461955";NA;"India";"Scopus"
"434";"Nitro type: Cascading information through gamification to enhance the communication skills of learners";"Jinu R., Beegum S.S.,";2019;"Article";"Journal of Advanced Research in Dynamical and Control Systems";"English";"Communication skills; Digital natives; Gamification; Immersive gaming; Learner-friendly approach; Nitro type";"Games can positively influence language learning and can be used as learning tools in appropriate circumstances. Educators can use virtual learning environments as context, providing learning tools to practice language and comprehension. Gamification is not a new buzzword in education. Educators need to have stupendous classroom management skills to implement in a language classroom. Educators‟ as well as learners‟ attitudes towards learning, have to transform to a great extend to try out gamification within the classroom, without affecting the decorum of the learning atmosphere. The affective filter hypothesis of Stephen Krashen states that various psychological barriers can hurdle the acquisition of language learning. Anxiety or fear, lack of motivation, the diffidence of the learner are some mental blocks that can affect the learning experience. The communication skills of the learners can be enhanced only with the support of a learner-friendly atmosphere. This paper is a classroom try out of a typing game, Nitro Type, to enhance the communication skills of learners, without creating the stress of learning. © 2019, Institute of Advanced Scientific Research, Inc.. All rights reserved.";"1943023X";NA;"India";"Scopus"
"435";"Bibliometrics applied to gamification as a digital learning strategy [Bibliometría aplicada a la gamificación como estrategia digital de aprendizaje]";"Chacón J.P., Suelves D.M., Isabel Vidal Esteve M.A.,";2019;"Article";"Revista de Educacion a Distancia";"Turkish";"Database; Educational strategy; Gamification; Learning; Technology";"This work is interested in gamification education, an interesting didactic strategy to respond to the alarming data on school failure and dropout obtained year after year in diagnostic tests carried out in Europe. Through the bibliometric study of scientific production, the main trends in gamification have been analysed, as a practice mediated by technology in the classrooms of the different educational stages, through 137 documents included in the Scopus database and published in the last decade. The results reveal that the number of documents has increased significantly in recent years; however, the impact on digitised classroom practices is still limited except in a few cases. It should be noted that the weight of the European continent is remarkable in this field, if we compare it with the Americas or Asia. And also that most of the publications are located in Primary, there is a certain balance between scientific and humanistic subjects and preferred devices are tablets. We conclude by systematically contrasting studies by stages and discussing educational strategies in the context of digital society. © 2019 Universidad de Murcia. All rights reserved.";"15787680";3;"Spain";"Scopus"
"436";"The effect of gamification activities on students' academic achievements in social studies course, attitudes towards the course and cooperative learning skills";"Öztürk Ç., Korkmaz Ö.,";2019;"Article";"Participatory Educational Research";"English";"Attitude; Cooperative learning; Gamification; Playing game; Social studies teaching";"The aim of this study is to determine the effects of educational games on students' academic achievement, attitudes towards the course and cooperative learning skills. Semi-experimental research design with pretest posttest control group was used. The study group consisted of 60 students at 5th grade secondary school. In this process, the topics identified were reinforced by educational games in experimental group and control group were strengthened by traditional methods for 6 weeks. Research data were collected by using Social Studies Course Attitude Scale (Cronbach Alpha=0.61), Cooperative Learning Scale (α=0.80) and Social Studies Course Academic Achievement Scale (kr-20=0.78). The mean, standard deviation, and Anova analyses were performed As a result: Social Studies Education reinforced by gamification contributes significantly more to students ' attitudes towards social studies course than traditional method. However, it was determined that it did not contribute significantly to the benefit factor. Social studies education, which is reinforced by educational games, contributes significantly more to students ' cooperative learning skills than the traditional method. Social studies education, which is reinforced by educational games, contributes significantly more to students ' academic achievement towards social studies course than the traditional method. © 2019, Ozgen Korkmaz. All rights reserved.";"21486123";3;"Turkey";"Scopus"
"437";"Gamification vs. privacy: Identifying and analysing the major concerns";"Mavroeidi A.-G., Kitsiou A., Kalloniatis C., Gritzalis S.,";2019;"Article";"Future Internet";"English";"Game elements; Gamification; Privacy; Privacy requirements";"Gamification, the use of game design elements in applications that are not games, has been developed to provide attractive environments and maintain user interest in several domains. In domains such as education, marketing and health, where gamification techniques are applied, user engagement in applications has increased. In these applications the protection of users' privacy is an important aspect to consider, due to the applications obtaining a record of the personal information of their users. Thus, the purpose of this paper is to identify if applications where gamification is applied do respect users' privacy. For the accomplishment of this aim, two main steps have been implemented. Since the main principle of gamification is the existence of game elements, the first step was to identify the set of game elements recorded in the literature that are commonly applied in various applications. Afterwards, an examination of the relationship between these elements and privacy requirements was implemented in order to identify which elements conflict with the privacy requirements leading to potential privacy violations and which elements do not. A conceptual model according to the results of this examination was designed, which presents how elements conflict with requirements. Based on the results, there are indeed game elements which can lead to privacy violations. The results of this work provide valuable guidance to software developers, especially during the design stages of gamified applications since it helps them to consider the protection of users' privacy in parallel from the early stages of the application development onwards. © 2019 by the authors.";"19995903";6;"Greece";"Scopus"
"438";"Enhancing Students' Class Participation through Gamification: Creating Motivational Affordance, Psychological and Behavioral Outcomes";"Abd-Mutalib H., Mustapa I.R., Salleh D.,";2019;"Article";"Universal Journal of Educational Research";"English";"Dialogue; Educational Conversation; Kindergarten Teacher Education; Professional Mentoring; Subjectification; Succeeding with Studies";"Purpose: The purpose of this study is to examine if the method of gamification may improve students’ class participation during the deliverance of course content. Drive by Self-Determination Theory (SDT), this study believes that motivational affordance resulted from gamification activity may lead to psychological outcome, and this psychological outcome will lead to behavioural outcome. Methodology: The study was conducted using qualitative action research methodology with descriptive analysis in two classes of Enterprise Strategy course. Three phases were involved for data gathering. Main Findings: In phase 1, when traditional lecture was solely used, students seemed to be passive, indifferent and reluctant to participate. In phase 2, when traditional lecture is supplanted with gamification activity, students have participated actively. Similar results of phase 2 was found in phase 3, where different set of students were observed. Students also perceived that using gamification in classroom provide enjoyable and fun environment, attractive and exciting, besides enhancing knowledge. Students also perceived that gamification activity increases participation, improving motivation, creating competition, developing teamwork and bonding between students and instructor and should be conducted more. Application: The results of this study may be beneficial to students in term of new technique used in teaching and learning process through enhancement of knowledge circulation from lecturers to students or between the students themselves. The results may also heighten the awareness of instructors in identifying alternative tools besides conducting traditional lectures. The results also may encourage administrators in helping the instructors towards upgrading their teaching methods and performance using latest applications for the purpose of improving students’ engagement. Novelty/Originality: The findings from study add to the body of knowledge on the significance of using gamification in classroom in order to engage students in classroom activity. © 2019 by authors, all rights reserved.";"23323205";NA;"Malaysia";"Scopus"
"439";"Narrative as a teaching tool in the gamification of statistics in the degree in Tourism [La narrativa como herramienta docente dentro de la gamificación de la estadística en el Grado en Turismo]";"Barreal J., Jannes G.,";2019;"Article";"Digital Education Review";"Spanish";"Degree in Tourism; Formative process; Gamification; Narrative; Statistical methods";"Gamification consists in modifying the contents of a certain subject or course in a gamelike manner through dynamics, mechanics and components. Through this process, a greater motivation and involvement of the student can be achieved, while also encouraging the development of certain skills as well as autonomous learning. This paper describes the process of implementing a gamification tool for the subject ""Statistics Applied to the Tourism Sector"" of the Degree in Tourism with the aim of presenting a dynamic and attractive training process for the student. The tool is developed from a transversal point of view which allows its implementation in similar subjects of higher education. Concretely, a narrative is developed around the professional promotion of the student within a fictitious hotel company where (s)he will reach a higher professional rank as the game progresses and (s)he passes a series of tests and/or events. This narrative encourages the student's intrinsic interest in the activity, while reinforcing the usefulness of the game itself for future professional experiences. © 2019 Research Group Education and Virtual Learning (GREAV). All rights reserved.";"20139144";1;"Spain";"Scopus"
"440";"Asynchronous curriculum ""socially synchronized"": Learning via competition";"Smart J., Olson A.S., Muck A.,";2019;"Article";"Western Journal of Emergency Medicine";"English";"";"Introduction: Now widespread in emergency medicine (EM) residency programs, asynchronous curriculum (AC) moves education outside of classic classrooms. Our program's prior AC had residents learning in isolation, achieving completion via quizzes before advancing without the benefit of deliberate knowledge reinforcement. We sought to increase engagement and spaced repetition by creating a social AC using gamification. Methods: We created a website featuring monthly options from textbooks and open-access medical education. Residents selected four hours of material, and then submitted learning points. Using these learning points, trivia competitions were created. Residents competed in teams as ""houses"" during didactic conference, allowing for spaced repetition. Residents who were late in completing AC assignments caused their ""house"" to lose points, thus encouraging timely completion. Results: Completion rates prior to deadline are now >95% compared to ~30% before intervention. Surveys show increased AC enjoyment with residents deeming it more valuable clinically and for EM board preparation. Conclusion: Socially synchronized AC offers a previously undescribed method of increasing resident engagement via gamification. © 2019 Smart et al.";"1936900X";NA;"United States";"Scopus"
"441";"Will we play Super Mario Bros? Description of a gamified experience in the training of Physical Education teachers [¿Jugamos al Súper Mario Bros? Descripción de una experiencia gamificada en la formación del profesorado de Educación Física]";"Aguilar G.F.,";2019;"Article";"Retos";"Spanish";"Cooperative learning; Gamification; Hybridization; Physical education; Teacher training";"In order to increase and promote the presence of active methodologies in the teaching of Physical Education, this article describes the basic characteristics of a gamified experienced called «Super Mario Bros», which has been developed and implemented during the course 2017/2018 in one of the subjects of the Degree program in Sciences of Physical Activity and Sports (CAFE). In addition to detailing the «key ingredients» which gamification is composed of, and the way teachers incorporate them into their projects, here are a set of reflections on various aspects to consider in each of those ingredients. In short, this work aims to disseminate the way in which a subject can be gamified, based on a real and successful experience, which can serve as an inspiring model for interested teachers. © Federación Española de Asociaciones de Docentes de Educación Física (FEADEF)";"15791726";2;"Spain";"Scopus"
"442";"Quality management and web 2.0 tools embedded in the agile approach for education";"Dovleac R., Sad A., Ionică A., Leba M.,";2019;"Article";"Quality - Access to Success";"English";"Agile; Education; Gamification; Quality; Quality management";"Throughout time, quality has gained popularity and has been implemented in various occupational fields, leading to debates and discussions about the role of quality and quality management in the education sector. The necessity of ensuring quality is, however, not the only thing that has made an impact on the educational process, it being a cumulative effort of more forces, with ICT (Information and Communication technologies) and web technologies being some of them. Using ICT in education was always a challenge to enhance learning, especially when it comes to using web 2.0 elements that include blogging. The paper explores the following aspects: (1) Combining gamification elements in class blogs, adding extra enhancements to learning which can be reflected in the student’s blogs posts and can be measured using Google analytics and (2) Using quality management tools and creativity techniques to ensure quality for each stage of teacher/student blogging cycle. The purpose of the research is to emphasize an original path to ensure quality in education by integrating quality management tools and web 2.0 tools and using highly effective development approaches such as the ones embodied by the Agile approach. © 2018, SRAC - Romanian Society for Quality. All rights reserved.";"15822559";1;"Romania";"Scopus"
"443";"Innovative methodology based on educational gamification: Multiple-choice test evaluation with Quizizz tool [Metodología innovadora basada en la gamificación educativa: Evaluación tipo test con la herramienta Quizizz]";"Rodríguez D.V., Mezquita J.M.M., Vallecillo A.I.G.,";2019;"Review";"Profesorado";"Spanish";"Collaborative learning; Gamification; High School; Junior High School; Multiple-choice test evaluation; Serious games";"In recent years, the number of online resources to formulate multiple-choice questions has increased, all of which being related to an educational gamification process (Quizizz, Kahoot!, Plickers, Socrative, etc.). In this article, after providing a historical overview of educational gamification, a novel methodology is proposed based on the use of one of these serious games, specifically the tool Quizizz. This online tool is open access and free, which encourages teachers to reproduce the proposed methodology for their subjects. The methodological proposal is based on three principles: (i) the use of virtual resources in education; (Ii) the effectiveness of collaborative learning; and (iii) the motivation that the gamification of the teaching-learning process awakens in students. The effectiveness of the methodology has been demonstrated by surveys to the students carried out before (pre-test) and after (post-test) an educational experience at two pre-university levels: Junior High School and High School. In the light of the results obtained, it has become evident that the proposed methodology favors: (i) the teaching-learning process, by raising the level of student engagement in the study of the subject; (ii) the resolution of multiple-choice tests with a more optimistic approach and self-confidence; (iii) students’ greater predisposition for team work; and (iv) an entertaining and motivating educational environment. © 2019 Grupo de Investigacion FORCE. All rights reserved.";"1138414X";3;"Spain";"Scopus"
"444";"An empirical investigation on the benefits of gamification in programming courses";"Marín B., Frez J., Cruz-Lemus J., Genero M.,";2019;"Article";"ACM Transactions on Computing Education";"English";"Gamification; Programming courses; Quasi-experiment; Undergraduate education";"Context: Programming courses are compulsory for most engineering degrees, but students' performance on these courses is often not as good as expected. Programming is difficult for students to learn, given that it includes a lot of new, complex, and abstract topics. All of this has led experts to the conclusion that new teaching techniques are required if students are to be motivated and engaged in learning on programming courses. Gamification has come to be an effective technique in education in general, and is especially useful in programming courses. This motivated us to develop an open source gamified platform, called UDPiler, for use in a programming course. Objective: The main goal of this article is to obtain empirical evidence on the improvement of students' learning performance when using UDPiler in comparison to a non-gamified compiler. Method: A quasi-experiment was performed with two groups of first-year engineering students at Diego Portales University in Chile, using a non-gamified compiler and a gamified platform, respectively. Results: The results reveal that the students obtained better marks when the gamified platform was used to learn C programming. In addition, there is statistical significance in favor of there being a positive effect on the learning performance of those students who used the gamified platform. Conclusions: The results allow us to conclude that gamification is an encouraging approach with which to teach C programming, a finding that is aligned with previous empirical studies concerning gamification on programming courses, carried out in academic contexts. Nonetheless, we are aware that further validation is also required to corroborate and strengthen the findings obtained and to investigate whether the kind of gamified elements (mechanics, dynamics, and aesthetics) used have any influence on students' performance, among other issues that deserve further investigation and that are explained throughout this article. © 2018 Association for Computing Machinery.";"19466226";18;"Spain";"Scopus"
"445";"The effect of users’ behavioral intention on gamification augmented reality in stem (Gar-stem) education";"Su C.-H.,";2019;"Article";"Journal of Baltic Science Education";"English";"Augmented reality; Gamification apps; Importance-performance matrix analysis; STEM education";"As people attach increasing importance to the learning environment and design of teaching materials in STEM, how to design teaching materials that enable students to seamlessly integrate the learning of scientific investigation, engineering design, mathematical reasoning, and technical skills has become increasingly important. The purpose of this research was to explore the behavioral intention of GAR-STEM teaching application users. The results showed that the best predictor of practicability, entertainment, and media interactivity for intention towards GAR-STEM app design was usage attitude (R2= 0.547), followed by intent to use (R2 = 0.528), practicability (R2 = 0.408), and entertainment (R2 = 0.186). The proposed model explained 52.8 % of the variance in behavioral intention. The overall findings suggested that usage attitude and intent to use may augment its function as a key factor for the procedural intention toward GAR-STEM app design. © 2019, Scientia Socialis Ltd. All rights reserved.";"16483898";7;"Taiwan";"Scopus"
"446";"Use of gamification in the learning of children with dyseidetic disexia: A case study";"Quiña-Mera A., Barahona S.P., Guevara-Vega C., García-Santillán I., Guevara-Vega A., Yugla J.M.,";2019;"Article";"RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao";"English";"Dyslexia; Gamification; Learning difficulties; SUM; Video game";"In primary education institutions there is a high degree of children with associated learning difficulties and not disability, among the most common, dyslexia. The objective of this research was to make a proposal for the improvement of the visual and spatial abilities of children between 6 and 9 years old with dyseidetic dyslexia, using gamification. The video game was developed with the SUM methodology in the Game Maker Studio environment. A case study was carried out in an Educational Unit of the city of Ibarra-Ecuador, where an evaluation was applied before and after the use of the videogame, to measure the improvement of the visual and spatial abilities of the subjects. In addition, a non-parametric statistical analysis was performed using the Wilcoxon test where it was obtained that 46.15% and 53.84% of the children evaluated had an improvement in their visual and spatial abilities, respectively. © 2019, Associacao Iberica de Sistemas e Tecnologias de Informacao. All rights reserved.";"16469895";NA;"Ecuador";"Scopus"
